,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
0,https://www.wkrb13.com/2018/09/20/baxter-international-inc-bax-shares-sold-by-hm-payson-co.html,https://www.wkrb13.com/2018/09/20/baxter-international-inc-bax-shares-sold-by-hm-payson-co.html/amp,Baxter International Inc ( BAX ) Shares Sold by HM Payson & Co . ,20180920T124500Z,,wkrb13.com,English,United States
1,https://www.wkrb13.com/2018/09/22/royal-london-asset-management-ltd-purchases-new-position-in-baxter-international-inc-bax.html,https://www.wkrb13.com/2018/09/22/royal-london-asset-management-ltd-purchases-new-position-in-baxter-international-inc-bax.html/amp,Royal London Asset Management Ltd . Purchases New Position in Baxter International Inc ( BAX ) ,20180922T150000Z,,wkrb13.com,English,United States
2,https://www.dailypolitical.com/2018/09/18/cozad-asset-management-inc-purchases-new-holdings-in-baxter-international-inc-bax.html,https://www.dailypolitical.com/2018/09/18/cozad-asset-management-inc-purchases-new-holdings-in-baxter-international-inc-bax.html/amp,Cozad Asset Management Inc . Purchases New Holdings in Baxter International Inc ( BAX ) ,20180918T100000Z,,dailypolitical.com,English,United States
3,https://www.dailypolitical.com/2018/09/16/morgan-stanley-buys-1490287-shares-of-baxter-international-inc-bax.html,https://www.dailypolitical.com/2018/09/16/morgan-stanley-buys-1490287-shares-of-baxter-international-inc-bax.html/amp,"Morgan Stanley Buys 1 , 490 , 287 Shares of Baxter International Inc ( BAX ) ",20180916T201500Z,,dailypolitical.com,English,United States
4,https://www.dailypolitical.com/2018/09/18/argent-trust-co-increases-position-in-baxter-international-inc-bax.html,https://www.dailypolitical.com/2018/09/18/argent-trust-co-increases-position-in-baxter-international-inc-bax.html/amp,Argent Trust Co Increases Position in Baxter International Inc ( BAX ) ,20180918T084500Z,,dailypolitical.com,English,United States
5,https://www.dailypolitical.com/2018/09/12/colony-group-llc-boosts-position-in-baxter-international-inc-bax.html,https://www.dailypolitical.com/2018/09/12/colony-group-llc-boosts-position-in-baxter-international-inc-bax.html/amp,Colony Group LLC Boosts Position in Baxter International Inc ( BAX ) ,20180912T143000Z,,dailypolitical.com,English,United States
7,https://www.dailypolitical.com/2018/09/17/cubist-systematic-strategies-llc-has-1-41-million-position-in-baxter-international-inc-bax.html,https://www.dailypolitical.com/2018/09/17/cubist-systematic-strategies-llc-has-1-41-million-position-in-baxter-international-inc-bax.html/amp,Cubist Systematic Strategies LLC Has $1 . 41 Million Position in Baxter International Inc ( BAX ) ,20180917T101500Z,,dailypolitical.com,English,United States
8,https://www.wkrb13.com/2018/09/14/raymond-james-associates-has-23-19-million-position-in-baxter-international-inc-bax.html,https://www.wkrb13.com/2018/09/14/raymond-james-associates-has-23-19-million-position-in-baxter-international-inc-bax.html/amp,Raymond James & Associates Has $23 . 19 Million Position in Baxter International Inc ( BAX ) ,20180914T181500Z,,wkrb13.com,English,United States
9,https://www.wkrb13.com/2018/09/25/0-74-earnings-per-share-expected-for-baxter-international-inc-bax-this-quarter-2.html,https://www.wkrb13.com/2018/09/25/0-74-earnings-per-share-expected-for-baxter-international-inc-bax-this-quarter-2.html/amp,$0 . 74 Earnings Per Share Expected for Baxter International Inc ( BAX ) This Quarter,20180925T161500Z,,wkrb13.com,English,United States
10,https://www.dailypolitical.com/2018/09/26/oppenheimerfunds-inc-grows-position-in-baxter-international-inc-bax.html,https://www.dailypolitical.com/2018/09/26/oppenheimerfunds-inc-grows-position-in-baxter-international-inc-bax.html/amp,OppenheimerFunds Inc . Grows Position in Baxter International Inc ( BAX ) ,20180926T100000Z,,dailypolitical.com,English,United States
11,https://www.fairfieldcurrent.com/2018/09/07/baxter-international-inc-bax-shares-bought-by-voya-investment-management-llc.html,https://www.fairfieldcurrent.com/2018/09/07/baxter-international-inc-bax-shares-bought-by-voya-investment-management-llc.html/amp,Baxter International Inc ( BAX ) Shares Bought by Voya Investment Management LLC,20180907T231500Z,,fairfieldcurrent.com,English,United States
12,https://www.dailypolitical.com/2018/09/07/baxter-internationals-bax-hold-rating-reiterated-at-argus.html,https://www.dailypolitical.com/2018/09/07/baxter-internationals-bax-hold-rating-reiterated-at-argus.html/amp,Baxter International ( BAX )  Hold  Rating Reiterated at Argus,20180907T100000Z,https://www.marketbeat.com/images/flyonthewall.png,dailypolitical.com,English,United States
13,https://pressoracle.com/2018/09/07/baxter-internationals-bax-hold-rating-reiterated-at-argus.html,https://pressoracle.com/2018/09/07/baxter-internationals-bax-hold-rating-reiterated-at-argus.html/amp,Baxter International ( BAX )  Hold  Rating Reiterated at Argus,20180907T131500Z,https://www.marketbeat.com/images/flyonthewall.png,pressoracle.com,English,United States
14,https://www.wkrb13.com/2018/10/06/traders-buy-baxter-international-bax-on-weakness.html,https://www.wkrb13.com/2018/10/06/traders-buy-baxter-international-bax-on-weakness.html/amp,Traders Buy Baxter International ( BAX ) on Weakness,20181006T134500Z,,wkrb13.com,English,United States
15,https://www.dailypolitical.com/2018/09/30/brokerages-set-baxter-international-inc-bax-price-target-at-76-43.html,https://www.dailypolitical.com/2018/09/30/brokerages-set-baxter-international-inc-bax-price-target-at-76-43.html/amp,Brokerages Set Baxter International Inc ( BAX ) Price Target at $76 . 43,20180930T181500Z,,dailypolitical.com,English,United States
16,https://www.wkrb13.com/2018/09/06/baxter-international-bax-rating-reiterated-by-argus.html,https://www.wkrb13.com/2018/09/06/baxter-international-bax-rating-reiterated-by-argus.html/amp,Baxter International ( BAX ) Rating Reiterated by Argus,20180906T061500Z,https://www.marketbeat.com/images/flyonthewall.png,wkrb13.com,English,United States
17,https://www.postanalyst.com/2018/09/10/an-end-of-day-technical-review-baxter-international-inc-bax-avon-products-inc-avp/,https://www.postanalyst.com/2018/09/10/an-end-of-day-technical-review-baxter-international-inc-bax-avon-products-inc-avp/amp/,"An End - of - Day Technical Review : Baxter International Inc . ( BAX ), Avon Products , Inc . ( AVP ) ",20180911T011500Z,https://www.postanalyst.com/wp-content/uploads/2017/01/e3.jpg,postanalyst.com,English,United States
24,http://www.sbwire.com/press-releases/global-hemostats-market-will-grow-at-a-cagr-60-and-reach-usd-307-billion-by-2023-from-usd-216-billion-in-2017-1047280.htm,http://www.sbwire.com/press-releases/amp/global-hemostats-market-will-grow-at-a-cagr-60-and-reach-usd-307-billion-by-2023-from-usd-216-billion-in-2017-1047280.htm,"Global Hemostats Market Will Grow at a CAGR 6 . 0 % and Reach USD 3 . 07 Billion by 2023 , from USD 2 . 16 Billion in 2017",20180913T041500Z,http://media.releasewire.com/photos/show/?id=153088,sbwire.com,English,United States
