,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
0,https://www.benzinga.com/pressreleases/23/06/g32866439/apa-corporation-announces-appointment-of-scott-grandt-as-senior-vice-president-corporate-developme,https://www.benzinga.com/amp/content/32866439,"APA Corporation Announces Appointment of Scott Grandt as Senior Vice President , Corporate Development - APA ( NASDAQ : APA ) ",20230616T004500Z,https://www.benzinga.com/next-assets/images/schema-image-default.png,benzinga.com,English,United States
1,https://finance.yahoo.com/news/apa-corporation-announces-appointment-scott-233800784.html,https://finance.yahoo.com/amphtml/news/apa-corporation-announces-appointment-scott-233800784.html,"APA Corporation Announces Appointment of Scott Grandt as Senior Vice President , Corporate Development",20230615T001500Z,https://media.zenfs.com/en/globenewswire.com/c57853a465fc9ee9daf82a1d202d9b8f,finance.yahoo.com,English,United States
3,https://markets.buffalonews.com/buffnews/article/gnwcq-2023-6-14-apa-corporation-announces-appointment-of-scott-grandt-as-senior-vice-president-corporate-development,,Stock Market,20230615T150000Z,,markets.buffalonews.com,English,United States
4,https://www.rigzone.com/news/apa_corporation_names_new_vp_corporate_development-16-jun-2023-173091-article/,,APA Corporation Names New VP Corporate Development,20230616T190000Z,https://images.rigzone.com/images/news/articles/APA-Corporation-Names-New-VP-Corporate-Development-173091-582x327.png,rigzone.com,English,United States
5,https://www.upstreamonline.com/opinion/uk-windfall-tax-workers-are-the-real-victims-in-energy-profits-levy-dispute/2-1-1466523,,UK windfall tax : Workers are the real victims in Energy Profits Levy dispute,20230614T093000Z,https://images-global.nhst.tech/image/TkViNnFqV09oQ21LNVhnbjFrWUZ2bEc1bDA4TmVYTTVyRkNCb01DRnNHUT0=/nhst/binary/3cb2f4e834e688df4e35b436e91e23ee?image_version=720,upstreamonline.com,English,United States
7,https://markets.buffalonews.com/buffnews/article/gnwcq-2023-6-13-apache-corporation-tree-grant-program-opens-applications-for-2023-2024-planting-season,,Stock Market,20230613T160000Z,,markets.buffalonews.com,English,United States
8,https://markets.financialcontent.com/stocks/article/gnwcq-2023-6-13-apache-corporation-tree-grant-program-opens-applications-for-2023-2024-planting-season,,Stock Market | FinancialContent Business Page,20230613T154500Z,,markets.financialcontent.com,English,United States
9,https://markets.businessinsider.com/news/stocks/3-oil-stocks-to-sell-in-july-before-they-crash-and-burn-1032428484,,3 Oil Stocks to Sell in July Before They Crash and Burn,20230705T204500Z,,markets.businessinsider.com,English,United States
11,https://www.rigzone.com/news/apache_opens_its_tree_grant_program_for_20232024-15-jun-2023-173078-article/,,Apache Opens its Tree Grant Program for 2023 - 2024,20230615T193000Z,https://images.rigzone.com/images/news/articles/Apache-Opens-its-Tree-Grant-Program-for-20232024-173078-582x327.png,rigzone.com,English,United States
12,https://www.investing.com/news/stock-market-news/stock-market-today-dow-rises-after-inflation-report-sp-hits-new-yearly-high-3104592,https://m.investing.com/news/stock-market-news/stock-market-today-dow-rises-after-inflation-report-sp-hits-new-yearly-high-3104592?ampMode=1,Stock market today : Dow rises after inflation report ; S & P hits new yearly high By Investing . com,20230613T231500Z,https://i-invdn-com.investing.com/news/LYNXMPEB4I0NH_L.jpg,investing.com,English,United States
13,https://www.streetinsider.com/Investing/Stock+market+today:+Dow+ends+lower+as+Powells+hawkish+testimony+keeps+tech+on+ice/21825614.html,,Stock market today : Dow ends lower as Powell hawkish testimony keeps tech on ice,20230622T113000Z,,streetinsider.com,English,United States
14,https://www.fool.com/investing/2023/06/20/these-3-ultra-high-yield-dividend-stocks-are-sever/?source=iedfolrf0000001,,These 3 Ultra - High - Yield Dividend Stocks Are Severely Underrated,20230620T153000Z,https://g.foolcdn.com/editorial/images/736845/a-person-making-financial-calculations.jpg,fool.com,English,United States
15,https://seekingalpha.com/article/4615045-fronteras-latest-news-from-guyana-confirms-buy-rating,,Frontera Latest News From Guyana Confirms Buy Rating ( TSX : FEC : CA ) ,20230704T030000Z,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1159519788/image_1159519788.jpg?io=getty-c-w1536,seekingalpha.com,English,United States
16,https://www.dailypolitical.com/2023/06/24/wealth-management-partners-llc-has-218000-stake-in-apa-co-nasdaqapa.html,,"Wealth Management Partners LLC Has $218 , 000 Stake in APA Co . ( NASDAQ : APA ) ",20230624T141500Z,,dailypolitical.com,English,United States
17,https://www.wkrb13.com/2023/06/20/apa-co-nasdaqapa-shares-bought-by-wedge-capital-management-l-l-p-nc.html,,APA Co . ( NASDAQ : APA ) Shares Bought by Wedge Capital Management L L P NC,20230620T171500Z,,wkrb13.com,English,United States
