,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
7,https://patch.com/connecticut/windsor/amazon-expanding-ct-delivery-station-windsor,https://patch.com/connecticut/windsor/amp/29052042/amazon-expanding-in-ct-with-delivery-station-in-windsor,Amazon Expanding In CT With  Delivery Station  In Windsor,20201101T123000Z,https://patch.com/img/cdn20/users/103600/20201030/012501/styles/patch_image/public/amazon-delivery-center___30130454413.jpg,patch.com,English,United States
9,https://www.marketwatch.com/story/amazon-shipping-costs-rose-more-than-5-billion-in-the-third-quarter-11604325802,https://www.marketwatch.com/amp/story/amazon-shipping-costs-rose-more-than-5-billion-in-the-third-quarter-11604325802,Amazon shipping costs rose more than $5 billion year - over - year in Q3,20201102T143000Z,https://images.mktw.net/im-253218/social,marketwatch.com,English,United States
10,http://www.msn.com/en-us/money/other/psa-amazon-has-a-secret-coupon-page-filled-with-major-deals-in-almost-every-category/ar-BB1aEVqP,,PSA : Amazon Has a Secret Coupon Page Filled With Major Deals in Almost Every Category,20201105T053000Z,,msn.com,English,United States
11,https://www.msn.com/en-in/money/topstories/amazon-pumps-more-money-into-local-data-centre-unit-amid-covid-induced-rising-data-usage-in-india/ar-BB1aGiz8,,Amazon pumps more money into local data centre unit amid Covid - induced rising data usage in India,20201104T111500Z,,msn.com,English,United States
22,https://www.etonline.com/adidas-is-having-a-massive-sale-on-sneakers-apparel-more-at-amazon-148497,https://www.etonline.com/adidas-is-having-a-massive-sale-on-sneakers-apparel-more-at-amazon-148497?amp,Adidas Is Having a Massive Sale on Sneakers Apparel & More at Amazon,20201104T114500Z,https://www.etonline.com/sites/default/files/styles/max_1280x720/public/images/2020-06/gettyimages-1184895698.jpg?d71316&itok=CCEC_qIs,etonline.com,English,United States
24,https://www.prnewswire.com:443/news-releases/amazon-ppc-management-agency-uk-helps-amazon-fba-sellers-maximize-profits-301165238.html,,Amazon PPC Management Agency united kingdom Helps Amazon FBA Sellers Maximize Profits,20201103T141500Z,,prnewswire.com,English,United States
26,http://www.msn.com/en-us/money/other/apple-airpods-are-just-99-on-amazon-right-now-which-is-their-lowest-price-ever/ar-BB1aHSub,,"Apple AirPods Are Just $99 on Amazon Right Now , Which Is Their Lowest Price Ever",20201105T074500Z,,msn.com,English,United States
30,http://www.msn.com/en-us/news/technology/amazon-s-return-policies-decoded-send-stuff-back-the-fast-easy-usually-free-way/ar-BB19nB5l,,"Amazon return policies decoded : Send stuff back the fast , easy , usually free way",20201102T120000Z,,msn.com,English,United States
37,http://www.msn.com/en-us/lifestyle/lifestyle-buzz/the-11-best-waterproofing-sprays-to-protect-your-boots-from-rain-and-snow/ar-BB1aGmSz,,The 11 Best Waterproofing Sprays to Protect Your Boots From Rain and Snow,20201104T130000Z,,msn.com,English,United States
38,https://www.msn.com/en-us/lifestyle/lifestyle-buzz/the-11-best-waterproofing-sprays-to-protect-your-boots-from-rain-and-snow/ar-BB1aGmSz,,The 11 Best Waterproofing Sprays to Protect Your Boots From Rain and Snow,20201104T110000Z,,msn.com,English,United States
39,https://www.fool.com/investing/2020/11/03/amazon-takes-aim-at-handling-rural-deliveries-with/?source=iedfolrf0000001,https://www.fool.com/amp/investing/2020/11/03/amazon-takes-aim-at-handling-rural-deliveries-with/,Amazon Reportedly Aims to Handle Rural Deliveries With a  Wagon Wheel  ,20201104T130000Z,https://g.foolcdn.com/editorial/images/598481/amazon-delivery-vans.jpg,fool.com,English,United States
40,https://www.reuters.com/article/amazon-com-india-future-reliance/exclusive-amazon-tells-india-regulator-its-partner-future-retail-is-misleading-public-idINKBN27G0AJ,https://mobile.reuters.com/article/amp/idINKBN27G0AO,Exclusive : Amazon tells India regulator its partner Future Retail is misleading public,20201101T133000Z,https://static.reuters.com/resources/r/?m=02&d=20201031&t=2&i=1539503973&r=LYNXMPEG9U05X,reuters.com,English,United States
41,https://www.reuters.com/article/us-amazon-com-india-future-reliance-excl-idUSKBN27G0AO,https://mobile.reuters.com/article/amp/idUSKBN27G0AO,Exclusive : Amazon tells India regulator its partner Future Retail is misleading public,20201101T140000Z,https://static.reuters.com/resources/r/?m=02&d=20201031&t=2&i=1539503973&r=LYNXMPEG9U05X,reuters.com,English,United States
42,https://www.msn.com/en-us/tv/celebrity/all-of-oprah-s-favorite-things-that-are-under-50-on-amazon-including-a-pretty-face-mask-set/ar-BB1aOVZX?ICID=ref_fark%252520%252522%252520target%25253D%252522_blank%252522%25253ERead%252520the%252520Article,,All of Oprah Favorite Things That Are Under $50 on Amazon Including a Pretty Face Mask Set,20201109T074500Z,,msn.com,English,United States
47,https://www.mentalfloss.com/article/635707/timelapse-shows-soda-turn-into-mold,,Timelapse Shows What Happens When You Let a Glass of Soda Sit Out for 3 Months,20201106T081500Z,"https://images2.minutemediacdn.com/image/upload/c_crop,h_1351,w_2400,x_0,y_51/v1604337034/shape/mentalfloss/kous9-fcrtx02elby-unsplash.jpg?itok=3BwQ0WTS",mentalfloss.com,English,United States
48,https://www.mentalfloss.com/article/635030/gift-guide-kitchen-gadgets-holiday-cookies-and-desserts,,Essential Kitchen Gadgets for Holiday Cookies and Desserts,20201105T133000Z,"https://images2.minutemediacdn.com/image/upload/c_fill,g_auto,h_1248,w_2220/v1603910651/shape/mentalfloss/635030-ignacio-r-olkces2y1ea-unsplash.jpg?itok=0LvyGLBC",mentalfloss.com,English,United States
49,https://www.geekwire.com/2020/amazon-earnings-preview-analysts-expect-another-big-quarter-retail-cloud-giant/,https://www.geekwire.com/2020/amazon-earnings-preview-analysts-expect-another-big-quarter-retail-cloud-giant/amp/,Amazon earnings preview : Analysts expect another big quarter for retail and cloud giant,20201104T101500Z,https://cdn.geekwire.com/wp-content/uploads/2020/04/20161128_Amazon_Fulfillment_center_144.jpg,geekwire.com,English,United States
51,https://www.etonline.com/50-best-handbag-deals-from-amazons-holiday-dash-kate-spade-tory-burch-coach-frye-more-148662,https://www.etonline.com/50-best-handbag-deals-from-amazons-holiday-dash-kate-spade-tory-burch-coach-frye-more-148662?amp,"50 Best Handbag Deals from Amazon Holiday Dash -- Kate Spade , Tory Burch , Coach , Frye & More",20201105T071500Z,https://www.etonline.com/sites/default/files/styles/max_1280x720/public/images/2020-06/frye_and_co_bag.jpg?h=c673cd1c&itok=d1dNVaoA,etonline.com,English,United States
56,https://www.sfgate.com/shopping/article/Deals-round-up-Wedneday-Oct-21-15664065.php,https://www.sfgate.com/shopping/amp/Deals-round-up-Wedneday-Oct-21-15664065.php,"Deals round up Wedneday , Oct . 21",20201021T160000Z,https://s.hdnux.com/photos/01/14/65/15/20140881/3/rawImage.jpg,sfgate.com,English,United States
60,https://www.howtogeek.com/696910/did-you-know-amazon-has-a-huge-used-product-market/,https://www.howtogeek.com/696910/did-you-know-amazon-has-a-huge-used-product-market/amp/,Did You Know ? Amazon Has a Huge Used Product Market,20201028T120000Z,https://www.howtogeek.com/thumbcache/2/200/4e71aebf4413cc07cc5958a20ec6a627/wp-content/uploads/2020/10/amazon-ebay.png,howtogeek.com,English,United States
61,https://www.geekwire.com/2020/jeff-bezos-annual-amazon-stock-sales-eclipse-10b-first-time/,https://www.geekwire.com/2020/jeff-bezos-annual-amazon-stock-sales-eclipse-10b-first-time/amp/,Jeff Bezo annual Amazon stock sales eclipse $10B for the first time,20201105T053000Z,https://cdn.geekwire.com/wp-content/uploads/2020/06/bezos-close.jpg,geekwire.com,English,United States
62,https://www.mondaq.com/unitedstates/financial-services/1000224/why-the-endless-aisles-of-amazon-can-be-good-news-for-brands-and-retailers,,Why The Endless Aisles Of Amazon Can Be Good News For Brands And Retailers - Finance and Banking,20201102T100000Z,,mondaq.com,English,United States
63,https://www.seattlepi.com/shopping/article/Deals-round-up-Wedneday-Oct-21-15664065.php,https://m.seattlepi.com/shopping/article/Deals-round-up-Wedneday-Oct-21-15664065.php,"Deals round up Wedneday , Oct . 21",20201021T153000Z,https://s.hdnux.com/photos/01/14/65/15/20140881/3/rawImage.jpg,seattlepi.com,English,United States
