,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
0,https://markets.businessinsider.com/news/stocks/accenture-chairman-ceo-pierre-nanterme-steps-down-names-rowland-interim-ceo-1027862018,https://markets.businessinsider.com/amp/news/Accenture-Chairman-CEO-Pierre-Nanterme-Steps-Down-Names-Rowland-Interim-CEO-1027862018,Accenture Chairman & CEO Pierre Nanterme Steps Down ; Names Rowland Interim CEO,20190111T150000Z,,markets.businessinsider.com,English,United States
1,https://www.marketwatch.com/press-release/accenture-to-acquire-orbium-a-business-and-technology-consultancy-to-the-financial-services-industry-2019-01-09,,"Accenture to Acquire Orbium , a Business and Technology Consultancy to the Financial Services Industry",20190109T114500Z,,marketwatch.com,English,United States
2,http://www.finsmes.com/2019/01/accenture-pierre-nanterme-steps-down-david-rowland-new-interim-ceo.html,,"Accenture , Pierre Nanterme Steps Down ; David Rowland New Interim CEO",20190111T151500Z,http://www.finsmes.com/wp-content/uploads/2018/08/accenture.jpg,finsmes.com,English,United States
5,https://www.apnews.com/26b5c6b604674797bf342ad46c97060a,,Accenture to Launch Applied Intelligence Studio in South Africa for Mining,20190205T153000Z,https://storage.googleapis.com/afs-prod/media/media:ed18ed30c4bcaf70c0d8c06cd4d80e01/2708.jpeg,apnews.com,English,United States
6,https://www.marketwatch.com/press-release/accenture-positioned-as-leader-in-everest-group-peak-matrixtm-assessment-for-blockchain-services-2019-01-14,,Accenture Positioned as Leader in Everest Group PEAK Matrix™ Assessment for Blockchain Services,20190114T141500Z,,marketwatch.com,English,United States
8,https://www.apnews.com/10e8bf80887240719edb09382e3f9067,,Accenture Opens Intelligent Operations Center in Fukuoka To Help Clients Spur Innovation,20190128T050000Z,,apnews.com,English,United States
9,https://www.businesswire.com/news/home/20190127005001/en/Accenture-Opens-Intelligent-Operations-Center-Fukuoka-Clients,,Accenture Opens Intelligent Operations Center in Fukuoka To Help Clients Spur Innovation,20190128T021500Z,https://mms.businesswire.com/media/20190127005001/en/702341/23/Fukuoka_1.jpg,businesswire.com,English,United States
11,https://www.marketwatch.com/press-release/accenture-opens-intelligent-operations-center-in-fukuoka-to-help-clients-spur-innovation-2019-01-27,,Accenture Opens Intelligent Operations Center in Fukuoka To Help Clients Spur Innovation,20190128T023000Z,,marketwatch.com,English,United States
12,https://www.marketwatch.com/press-release/accenture-completes-acquisition-of-select-professional-services-workforce-from-financial-software-firm-zafin-2019-02-07,,Accenture Completes Acquisition of Select Professional Services Workforce from Financial Software Firm Zafin,20190207T131500Z,,marketwatch.com,English,United States
13,https://www.benzinga.com/pressreleases/19/01/b13044378/accenture-opens-intelligent-operations-center-in-fukuoka-to-help-clien,,Accenture Opens Intelligent Operations Center in Fukuoka To Help Clients Spur Innovation,20190128T033000Z,,benzinga.com,English,United States
