,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
0,https://www.prnewswire.com:443/news-releases/indianapolis-power--light-company-finalizes-agreement-with-us-epa-us-doj-and-indiana-department-of-environmental-management-301121218.html,,"Indianapolis Power & Light Company finalizes agreement with U . S . EPA , U . S . DOJ and Indiana Department of Environmental Management",20200831T194500Z,,prnewswire.com,English,United States
1,https://www.prnewswire.com/news-releases/indianapolis-power--light-company-finalizes-agreement-with-us-epa-us-doj-and-indiana-department-of-environmental-management-301121218.html,,"Indianapolis Power & Light Company finalizes agreement with U . S . EPA , U . S . DOJ and Indiana Department of Environmental Management",20200831T194500Z,,prnewswire.com,English,United States
2,https://news.yahoo.com/indianapolis-power-light-company-finalizes-191800762.html,https://news.yahoo.com/amphtml/indianapolis-power-light-company-finalizes-191800762.html,"Indianapolis Power & Light Company finalizes agreement with U . S . EPA , U . S . DOJ and Indiana Department of Environmental Management",20200831T194500Z,https://s.yimg.com/uu/api/res/1.2/6bAN4ewt38CbB1m0Lwiv4A--~B/aD00MDA7dz0zOTI7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/prnewswire.com/1e2815b5a2f1bb1ea12d60079fea4b36,news.yahoo.com,English,United States
4,https://www.prnewswire.com:443/news-releases/aes-announces-smart-operations-center-in-ohio-301133264.html,,AES Announces Smart Operations Center in Ohio,20200917T141500Z,,prnewswire.com,English,United States
5,https://www.prnewswire.com/news-releases/aes-announces-smart-operations-center-in-ohio-301133264.html,,AES Announces Smart Operations Center in Ohio,20200917T160000Z,,prnewswire.com,English,United States
7,https://energycentral.com/news/aes-announces-smart-operations-center-ohio,,AES Announces Smart Operations Center in Ohio,20200917T160000Z,,energycentral.com,English,United States
8,https://www.msn.com/en-us/finance/companies/1-utilitys-bright-idea-to-even-out-economic-ups-and-downs/ar-BB18HQUi,,1 Utility Bright Idea to Even Out Economic Ups and Downs,20200904T120000Z,,msn.com,English,United States
9,http://www.igdleaders.org/category/blog/,,Blog,20200827T200000Z,,igdleaders.org,English,United States
10,http://www.igdleaders.org/blog/career-profiles-paul-hanrahan-and-arnold-ekpe/,,Career Profiles : Paul Hanrahan and Arnold Ekpe,20200827T200000Z,,igdleaders.org,English,United States
11,http://www.igdleaders.org/leadership/career-profiles-paul-hanrahan-and-arnold-ekpe/,,Career Profiles : Paul Hanrahan and Arnold Ekpe,20200904T134500Z,,igdleaders.org,English,United States
12,https://www.igdleaders.org/leadership/career-profiles-paul-hanrahan-and-arnold-ekpe/,,Career Profiles : Paul Hanrahan and Arnold Ekpe,20200904T220000Z,,igdleaders.org,English,United States
13,https://finance.yahoo.com/news/rbc-3-energy-stocks-top-210016476.html,https://finance.yahoo.com/amphtml/news/rbc-3-energy-stocks-top-210016476.html,RBC : These 3 Energy Stocks Are Top Picks for 2020,20200820T010000Z,https://s.yimg.com/uu/api/res/1.2/KZHFQT4b6Yr2rViX0A_WDQ--~B/aD00Nzg7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-US/tipranks_452/e4615f2c8fae9a40f877d04ea85e55c5,finance.yahoo.com,English,United States
15,https://www.industrialinfo.com/news/abstract.jsp?newsitemID=288213,,U . S . Natural Gas Plants Near Kickoffs for Once - Delayed Maintenance Projects,20200917T080000Z,,industrialinfo.com,English,United States
17,https://www.foxbusiness.com/markets/blackouts-california-gas-plants,https://www.foxbusiness.com/markets/blackouts-california-gas-plants.amp,"Under blackout threat , California may keep gas power plants state rushed to close",20200825T143000Z,https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2020/08/0/0/Newsoom-Redondo-Beach-Power-Plant.jpg?ve=1&tl=1,foxbusiness.com,English,United States
18,https://www.industrialinfo.com/news/abstract.jsp?newsitemID=287150,,U . S . Gas - Fired Power Plants Face Maintenance Delays as Market Share Grows,20200819T081500Z,,industrialinfo.com,English,United States
20,https://www.businessinsider.com/stocks-to-buy-25-owned-outperforming-women-fund-managers-gs-2020-9,,"Stocks to buy , 25 owned by outperforming women fund managers : GS",20200901T143000Z,https://i.insider.com/5f208356de1e9601403f3dfe?&format=jpeg,businessinsider.com,English,United States
21,https://www.marketwatch.com/press-release/stocks-with-bullish-float-short-aes-bidu-rf-2020-09-01,,Stocks with bullish Float Short : $AES $BIDU $RF,20200901T130000Z,,marketwatch.com,English,United States
22,https://www.businesswire.com/news/home/20200831005706/en/Mercom-Capital-Group-Releases-Report-Top-Global,,Mercom Capital Group Releases Report on Top Global Large - Scale Solar PV Developers,20200831T233000Z,https://mms.businesswire.com/media/20200831005706/en/816800/23/Top10GlobalLargeScaleSolarDevelopers.jpg,businesswire.com,English,United States
24,https://finance.yahoo.com/news/mercom-capital-group-releases-report-195200745.html,https://finance.yahoo.com/amphtml/news/mercom-capital-group-releases-report-195200745.html,Mercom Capital Group Releases Report on Top Global Large - Scale Solar PV Developers,20200831T204500Z,https://s.yimg.com/uu/api/res/1.2/B2mSIe7E9ZvlFIgxwvhWSw--~B/aD00ODA7dz00NTQ7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/business-wire.com/4c03df6ad79fc2a3d4fbb3ce47e20212,finance.yahoo.com,English,United States
25,https://dailyenergyinsider.com/news/26966-federal-indiana-state-governments-settle-with-indianapolis-power-and-light-over-clean-air-act-violations/,,"Federal , Indiana state governments settle with Indianapolis Power and Light over Clean Air Act violations – Daily Energy Insider",20200902T161500Z,https://dailyenergyinsider.com/wp-content/uploads/2020/09/shutterstock_39934450.jpg,dailyenergyinsider.com,English,United States
26,https://energy.einnews.com/pr_news/524683906/advanced-energy-storage-system-market-to-reach-us-211-2-billion-increasing-mergers-and-acquisitions-will-enable-growth-says-fortune-business,,"Advanced Energy Storage System Market to Reach US$ 211 . 2 Billion ; Increasing Mergers and Acquisitions Will Enable Growth , says Fortune Business Insights",20200824T161500Z,,energy.einnews.com,English,United States
